star_name|simbad_name|ra|dec|st_teff|sy_dist|st_spectype|sy_icmag|st_rad|st_mass|fl_known|fl_gaia|from_catalog
TIC 436856183|V* VX Ari|41.06462257578|25.52336584314|3430.0|7.678240299224853|dM3|8.115|0.3686192498869117|0.3558127039064508|0|0.0|HPIC
TIC 436933290|HD  18143|43.91167803282|26.8720984426|5148.0|22.449302673339844|K2IV||0.3543938644625871|0.8694473510689895|1|1.0|HPIC
TIC 436883712|G  36-38|43.10427213341|26.97498003988|3714.0|23.344093322753903|M2V||0.5678165203804975|0.5614309300318655|0|0.0|HPIC
TIC 101407846|LP  299-53|49.65968130162|32.66579586876|3660.0|25.62363815307617|M1.0V||0.5954296585778616|0.543488236160077|0|0.0|HPIC
TIC 397367857|LP  298-33|41.98280577181|28.71227782897|3914.0|28.652420043945312|K7.5V||0.5756964216047867|0.5679503386648886|0|0.0|HPIC
TIC 77546087|BD+33   529|43.02973845725|34.38935216524|4078.980072521011|14.76921844482422|K4||0.5034607206863736|0.64|0|0.0|HPIC
TIC 149855763|Ross  331|44.79441326633|36.61108557705|3365.0|23.158767700195312|M3.66||0.3754241701911638|0.3635031936727398|1|1.0|HPIC
TIC 17513354|PM J04274+2022|66.8544383296|20.37904168971|3645.0|24.527732849121097|M1.5V||0.439130271924263|0.4349757626775133|0|0.0|HPIC
TIC 17307733|G   8-29|65.45865825706|21.32856498423|3364.0|20.64598846435547|M3.5||0.3562747713148818|0.3413274397449593|0|0.0|HPIC
TIC 58318574|PM J04197+2412|64.93021289636|24.20036940339|3507.0|25.79771423339844|nan||0.3643865759833402|0.3507453194664475|0|0.0|HPIC
TIC 268074192|HD 283668|66.97045535042|24.44496595364|4845.0|29.4021|K2||0.5788935481986737|0.7873093575797833|0|0.0|HPIC
TIC 60052018|G  39-37|72.71054890253|26.12395961075|3471.0|23.094867706298828|M2.5|10.44|0.3749858417379439|0.3630421682355679|0|0.0|HPIC
TIC 125979876|HD 283779|71.10857009748|27.86223622307|3625.0|16.431285858154297|M1.5V||0.4400910012322991|0.435957712798728|0|0.0|HPIC
TIC 69912980|G  86-28|77.66466784992|29.7799822232|3401.0|12.443425178527832|M3.0V||0.2776339350070522|0.2514635471263566|1|1.0|HPIC
TIC 125884499|G  39-29|69.5524629349|28.21666574849|3099.0|13.207634925842283|M4.5Ve||0.4438982256505215|0.327902402634393|1|1.0|HPIC
TIC 96202086|RX J0451.0+3127|72.75591828815|31.45658151854|3351.0|20.476572036743164|M3.7V||0.3590587988040853|0.3449313289325487|1|1.0|HPIC
TIC 56627695|G   8-17|63.72301222342|27.75776470665|3389.0|22.65665054321289|M3.5Ve||0.4257787170050293|0.4202407384555088|0|0.0|HPIC
TIC 407932434|HG 8-5|61.06335561142|26.57352168135|3942.0|29.885520935058597|K6V||0.5655174748132297|0.5593589044385587|0|0.0|HPIC
TIC 467683560|G  38-24|61.02554702425|30.71267054029|3556.0|20.39341354370117|M1.5V||0.3145037735879485|0.2933209450347098|0|0.0|HPIC
TIC 467729221|HD 281621|62.15582899829|33.63703683603|3707.0|13.915287971496582|K7V|8.19|0.5302868645320019|0.5271242156639394|1|1.0|HPIC
TIC 286564085|G  39-11|66.20507221579|32.44950336655|3532.0|24.299081802368164|M2.5V||0.4264091992602201|0.4210409024564082|0|0.0|HPIC
TIC 367647436|Ross  592|64.99869722295|36.48649049168|3638.0|23.66624641418457|M1.5V||0.5173282639022214|0.5148271244306671|1|1.0|HPIC
TIC 367705255|Ross  593|65.23994176387|37.47877788764|3458.0|27.5683536529541|M3||0.4482888160130172|0.4440033181451586|0|0.0|HPIC
TIC 238860399|LSPM J0430+3601|67.57594017883|36.02618243218|3602.0|29.691722869873047|M2.6||0.4341788376046448|0.4293015130226082|0|0.0|HPIC
TIC 273859476|Wolf  237|86.66014732078|44.12214698657|3255.0|23.102434158325195|M4.0V||0.439050147628132|0.4793464234505232|1|1.0|HPIC
TIC 21322936|BD+44  1040|73.05559004363|44.97419582203|4546.567366175483|28.12654495239257|K5||0.739806827841681|0.71|0|0.0|HPIC
TIC 268171869|G  96-45|83.32972193958|44.81630426456|3335.0|15.2818|M3V||0.2502354075274605|0.3743776829016013|1|1.0|HPIC
TIC 368483043|G  96-29B|79.34980069648|45.83869696912||13.29180145263672|M4:||||1|1.0|HPIC
TIC 368483044|G  96-29|79.34942570553|45.83970210163|3660.0|13.333894729614258|M2.5V||0.5542488756147981|0.5488387280800049|1|1.0|HPIC
TIC 310526844|G 191-45|83.53609776757|51.21565739279|3608.0|24.670446395874023|M1.0V||0.7100960652759637|0.5679622203661446|0|0.0|HPIC
TIC 284087241|HD  23040|55.74734272735|31.65264613297|4663.198400236398|23.616912841796875|K2||0.6122095021800196|0.74|0|0.0|HPIC
TIC 101222257|HD 278968|56.12894764194|34.97313544971|3959.0|25.66883087158203|M0.0V||0.6025792124406485|0.5904181002658717|0|0.0|HPIC
TIC 664915369|HD  25893B|61.89323301151|38.07507051146||21.2059|nan||||1|1.0|HPIC
TIC 178078333|HD 275122|49.53116831383|38.25206571105|3669.0|15.953190803527832|M1.5V|8.2|0.5840440437963575|0.5749527289463514|0|0.0|HPIC
TIC 200795634|Wolf  194|53.96669207944|41.70505556097|3659.0|24.61143493652344|M2||0.3631171578893002|0.3492017644771294|0|0.0|HPIC
TIC 186803888|BD+39   710|46.71403023666|40.35942694342|4813.0|28.08633041381836|K5||0.5262536371101193|0.68|1|1.0|HPIC
TIC 385109163|BD+43   699|50.88952523055|43.95728544581|4774.0|26.52863311767578|K3V||0.6730629334969458|0.77|0|0.0|HPIC
TIC 458775752|G  78-28|49.30085308417|45.37279706627|3381.0|18.842662811279297|M3.0V||0.2962213585153477|0.4054444052545257|1|1.0|HPIC
TIC 265756555|Ross   24|59.65116945362|52.0236417771|3649.0|28.163026809692383|M1.0V||0.4715575233212488|0.469337939686911|0|0.0|HPIC
TIC 429123688|Ross   23|59.19749732779|53.56022191271|3714.0|22.50659942626953|M1.5V||0.5754855352272138|0.5674571638882712|1|1.0|HPIC
TIC 28503886|PM J04312+4217|67.81246456656|42.28634149221|3539.0|22.285951614379883|M2.5Ve||0.4788587742110843|0.4767399832724691|0|0.0|HPIC
TIC 21042633|G  96-4|72.56368022517|45.98053000269|3762.900545216121|25.36380958557129|M1||0.4768535011529997|0.4917210134354333|0|0.0|HPIC
TIC 354432728|BD+49  1280|74.71072829648|49.84928706402|3867.0|16.60478401184082|M0.0V||0.6108945447207961|0.5967708710553913|0|0.0|HPIC
TIC 470380851|BD+47   977|65.39951499612|48.33699605563|4436.843283167995|29.265613555908203|K8||0.7115594054075464|0.69|0|0.0|HPIC
TIC 354430548|G 191-15|74.69162789181|50.94382381568|3733.0|21.03707504272461|M1.0V||0.535514232847434|0.5323773864574075|0|0.0|HPIC
TIC 105134131|PM J04521+5311|73.04145956852|53.18435968564|3792.0|25.293550491333008|nan||0.5571036687602682|0.5519613656843342|0|0.0|HPIC
TIC 327878547|G  96-21|77.59247520218|48.84213704283|3409.0|23.332887649536133|M2.5V||0.4966599712462206|0.5780434337437637|1|1.0|HPIC
TIC 667257429|*   9 Aur B|76.67133885287|51.59812244428|4175.09589945014|26.946870803833008|MV||0.2742590576594953|0.6533019223393179|1|1.0|HPIC
TIC 327701104|*   9 Aur C|76.70489557198|51.60958710893|4508.571320658935|26.849830627441406|K5Ve||0.6678302604665117|0.71|1|1.0|HPIC
TIC 259737046|BD+52   911|75.84958990724|53.12846833468|3816.0|13.848115921020508|M0.5V|8.11|0.5294987255242326|0.5264149655697793|1|1.0|HPIC
TIC 320679914|G 191-32|80.29265851828|55.76417836876|3428.0|26.92867851257324|M3.40||0.4112534472490018|0.4045445140412408|0|0.0|HPIC
TIC 53186913|G 192-11|89.90729953588|58.59301255035|3677.0|13.481231689453123|M0.0V||0.5131964789494363|0.5108538983337798|1|1.0|HPIC
TIC 470431262|LSPM J0423+4934|65.8619897541|49.57194731936|3548.0|21.477672576904297|M2.5V||0.4667294336602955|0.4644049054138202|0|0.0|HPIC
TIC 267698000|Ross   28|63.24513597068|52.61167259877|3301.0|13.2214|M4.0V||0.2409190326085187|0.2498749601787022|1|1.0|HPIC
TIC 104849412|TYC 3719-637-1|64.27148821601|53.36129077468|3821.0|29.534854888916016|nan||0.5893023858712654|0.5796640880199632|1|1.0|HPIC
TIC 8983088|HD 237266|67.15281104637|56.42034511155|4744.695190230564|26.95437240600586|K2V||0.6617872924771058|0.76|0|1.0|HPIC
TIC 126998169|Wolf 1523|23.18468024748|20.98770601385|3605.0|25.82666015625|M2.0V||0.4493836835470998|0.4461560776551249|0|0.0|HPIC
TIC 17003109|Ross  788|20.37241701829|24.33056829623|3930.0|27.08336639404297|M0V||0.6222202431397977|0.6051522041972207|0|0.0|HPIC
TIC 16917838|G  69-62|19.16399391244|25.33147809083|3930.5|23.8619441986084|M0V|8.433|0.7499172148120967|0.6307624081245885|0|0.0|HPIC
TIC 28244970|2MASS J01530103+2937044|28.25436617364|29.6177608734|3447.0|19.828147888183597|nan||0.4073101998652|0.399816822078255|0|0.0|HPIC
TIC 63468501|BD+30   331|31.45537548187|30.78387017988|4389.2|28.753870010375977|K6||0.6597952080002374|0.7036306858062744|0|0.0|HPIC
TIC 238602461|BD+27   273|25.81655405248|27.84210763459|3832.0|21.99578285217285|M1V|8.55|0.6323672888878661|0.613729840300317|0|0.0|HPIC
TIC 20905543|G 133-40|26.87312323117|34.21922435466|3648.0|29.19899559020996|nan||0.4615906502946532|0.458879618639776|0|0.0|HPIC
TIC 15611379|BD+25   162|16.1352100563|26.12017410757|4265.649764669634|29.758485794067383|K7V||0.7000257248698596|0.67|0|0.0|HPIC
TIC 16956183|Ross  324|19.46095050069|28.6704935219|3663.0|16.697782516479492|M0V||0.3883612282897111|0.3781858873489519|0|0.0|HPIC
TIC 400024907|StM   5|18.46261092639|35.08949013017|3492.0|28.550994873046875|M6||0.4192133028213728|0.4135118466076903|0|0.0|HPIC
TIC 429066777|Ross   19|34.76253781452|35.35516729929|3370.0|17.43637466430664|M3.5V||0.3485120836203765|0.3326088327603136|0|0.0|HPIC
TIC 471012506|G  74-15|35.10531309237|37.79186076575|3558.746570320768|24.45657539367676|M2.5V||0.4033280208723522|0.4126892872566084|1|1.0|HPIC
TIC 302082559|StKM 1-291|40.49591984491|43.57201135903|3786.0|29.99807357788086|M1.0V||0.478864311758407|0.5922540441592541|0|1.0|HPIC
TIC 20766994|G  78-4|41.41532636412|44.94875801936|3794.0|23.953271865844727|M0.5Ve||0.5951663643476554|0.5846064923006224|1|1.0|HPIC
TIC 327729815|G 173-18|26.3258833828|46.53550883808|3543.0|25.336992263793945|M1.3V||0.5794538758324778|0.5706664355956409|0|0.0|HPIC
TIC 292277000|G 134-1|31.73827472797|45.18449485691|3953.0|19.4207|M0V|8.48|0.5786233306437809|0.5739134144904094|1|1.0|HPIC
TIC 250602194|G 173-39|32.22343421561|49.44901132786|3346.0|17.08202362060547|M4.0Ve||0.3840804983121469|0.3732615424428618|1|1.0|HPIC
TIC 250559611|G 173-37|31.76606556409|49.64540733232|3407.0|14.312482833862305|M3.5Ve||0.3395816204363095|0.3221677540073946|0|0.0|HPIC
TIC 267886221|PM J00463+3522|11.59098121509|35.37008226688|3468.0|28.96330070495605|M1.5Ve||0.4908424144491278|0.4890132494812536|0|0.0|HPIC
TIC 267802440|V* FF And|10.70103953|35.54879390026|3671.0|21.660415649414062|M1Ve+M1Ve||0.6788307247056473|0.6484590756364342|1|1.0|HPIC
TIC 115595346|G 132-4|8.33545921097|36.84069525169|3389.0|23.224498748779297|M3.0V||0.4409868828323957|0.4373125758459926|0|0.0|HPIC
TIC 259011375|UPM J0104+3753|16.01319444376|37.89637340336|3534.0|22.73355293273925|nan||0.3793484961889968|0.3682450659082307|0|0.0|HPIC
TIC 196293610|G 172-30|14.2612164889|45.08605302852|3389.0|13.130345344543455|M3.0V||0.3536563463787902|0.3385313544485313|0|0.0|HPIC
TIC 196257181|G 172-28|13.47188815894|45.9445701426|3897.0|28.90424346923828|M0V||0.5857018861333143|0.5763895447750204|0|0.0|HPIC
TIC 288296487|G 171-51|5.47477479197|38.27482338956|3383.0|24.777612686157227|M3.0V||0.4244308403773716|0.418522273783745|0|0.0|HPIC
TIC 440109718|V* GQ And|4.60760189119|44.02724756463|3259.0|3.5619747638702397|M3.5V||0.1954368506256518|0.1647224562756305|1|1.0|HPIC
TIC 439946126|BD+44  4548|1.29537156257|45.78656654478|3661.0|11.499558448791504|M2Ve||0.51548617790153|0.5130418002159068|1|1.0|HPIC
TIC 191442042|PM J00427+4349|10.69925678033|43.82356087197|3472.0|20.989961624145508|M2.5V||0.4405375956799866|0.4368799720561891|0|0.0|HPIC
TIC 440065990|PM J00156+4735|3.91266074466|47.58943710364|3445.0|11.489891052246094|nan||0.4199230555757234|0.4137482396773261|0|0.0|HPIC
TIC 439967669|PM J00081+4757|2.02676663757|47.95065856208|3282.0|18.64184188842773|M3.5+M3.5||0.3973380876460491|0.3884142877544|0|1.0|HPIC
TIC 202327848|LP  149-56|5.4910764052|49.2105105159|3451.0|29.508922576904297|M2.4V||0.466342392987546|0.4638914463354856|1|1.0|HPIC
TIC 196500100|V* V359 And|15.71964082986|47.04718890408|3986.7596707906687|29.72783088684082|K7V||0.610684409188447|0.5878708507935088|1|1.0|HPIC
TIC 196500103|G 172-35|15.72280499832|47.05083428335|3577.0|29.7441520690918|M1.5V|10.53|0.4179597726591778|0.4115717921279634|1|1.0|HPIC
TIC 453303407|Ross   10|24.59006591881|57.232496087|3313.0|13.170975685119627|M2.5V||0.3561701376830697|0.3112542994024252|0|0.0|HPIC
TIC 332678520|Ross    9|20.16977555916|57.32791821684|4060.144972209999|21.719327926635746|K5||0.5290551391179051|0.63|0|0.0|HPIC
TIC 331609888|Wolf   58|18.33241558206|58.92289526775|3680.0|27.7343864440918|M1.5Ve||0.5485841470378342|0.5436260971688905|0|0.0|HPIC
TIC 240688842|G 172-15|9.64114518246|51.466075081|3452.0|17.90525245666504|M3.0V|10.085|0.3353379331402975|0.3170481691219118|0|0.0|HPIC
TIC 240682712|G 218-5|9.56371089502|52.33209061162|3941.0|23.00199508666992|M0.0V||0.5919394533944584|0.5813299022467567|0|0.0|HPIC
TIC 240654501|G 172-11|8.97220686227|52.68673059941|3492.0|24.27331161499023|M2.5V||0.4199535030603114|0.4131170340791026|1|1.0|HPIC
TIC 312545623|Wolf   33|12.87431785122|58.30202760912|3894.0|18.97596740722656|M0.0V|8.995|0.4981122610761354|0.4960492900167296|0|0.0|HPIC
TIC 256316623|Wolf   44|15.33353779429|61.36574494898|3523.0|10.525531768798828|M2.0V||0.390833394246792|0.3809905218176091|0|0.0|HPIC
TIC 403259994|PM J00207+5936|5.19899251227|59.60483687884|3530.0|28.44761085510254|M2.5V||0.4663600165848717|0.4639663333517503|0|0.0|HPIC
TIC 192464657|PM J03048+4453|46.21541264007|44.89105235217|3872.0|29.91718101501465|nan||0.5849922899815698|0.5760587431138036|0|0.0|HPIC
TIC 192590404|MCC 99|47.37838307677|45.73300788157|3826.0|17.187725067138672|M2.0V||0.6415216557443933|0.6454556434255587|1|1.0|HPIC
TIC 117502080|Ross  346|48.6870955309|48.51972184238|3681.0|25.029787063598636|M1.5V||0.5369966329525362|0.5333730048777561|0|0.0|HPIC
TIC 302158899|* tet Per B|41.04277959276|49.23166754755|3623.0|11.18443489074707|M1.5V||0.5034006890985963|0.5015055925660299|1|1.0|HPIC
TIC 116759515|Ross  341|46.57895839641|51.05620954614|3405.0|26.024524688720703|M3|10.42|0.4217323810495356|0.4158890170353705|0|0.0|HPIC
TIC 116489282|TYC 3322-300-1|45.78553847487|51.36266575105|3710.0|23.21110725402832|nan||0.5800102858445966|0.5694134102835603|0|0.0|HPIC
TIC 259248295|HD 232781|50.47815161772|52.33152165257|4470.0|23.890369415283203|K3.5V||0.7283496868978683|0.68|0|0.0|HPIC
TIC 317439826|PM J03437+5725|55.94561643165|57.43214342358|3430.0|29.435890197753903|nan||0.4356739953808213|0.4311120450474481|0|0.0|HPIC
TIC 301092256|BD+52   570|35.30141306524|53.56084483214|4203.911684089691|29.038339614868164|K8V||0.621257159610483|0.66|1|1.0|HPIC
TIC 251281112|Ross  364|44.14343631807|55.43724977379|3766.0|20.2601261138916|M1.0V||0.6008978780179652|0.5888178892592516|1|1.0|HPIC
TIC 251333140|Ross  365|44.14648289682|55.44155847101|3494.0|20.259370803833008|M2.5V||0.495687996525438|0.4938193587512805|1|1.0|HPIC
TIC 470943473|G 246-26|47.6104328774|58.4357265313|3622.0|22.49102783203125|M2.0V||0.4839035406150084|0.4820517264667199|0|0.0|HPIC
TIC 385254633|Ross  370A|49.05763097293|58.16737025837|3581.0|13.57618808746338|M2.0V||0.4594514364260272|0.4562941951720149|1|1.0|HPIC
TIC 385254626|Ross  370B|49.0579679095|58.16874224826|3549.0|13.58515453338623|M2.0V||0.4491587622868236|0.4453429532176615|1|1.0|HPIC
TIC 279850471|UPM J0332+6058|53.21711448136|60.9818580984|3437.0|26.79155921936035|nan||0.4406420929489927|0.4367071252313323|0|0.0|HPIC
TIC 81382817|G 246-22|46.18101224531|61.73579352733|3469.0|23.499061584472656|M2.5V||0.4080351416996968|0.4005874560574015|1|1.0|HPIC
TIC 424283890|G 246-12|42.5684961381|62.85548191487|3458.0|27.042213439941406|M2.5V||0.3936639516895311|0.3844413744470099|0|0.0|HPIC
TIC 356322721|G 175-34|67.79795271735|58.97706349935|3225.0|5.516211986541748|M4.0V||0.3094630187094525|0.2877721747205509|1|1.0|HPIC
TIC 9486512|LP   84-34|69.24359494992|59.36663648748|3561.0|28.006755828857425|M2.5V||0.4594629492912278|0.4570114445050299|0|0.0|HPIC
TIC 459046093|G 175-14|60.87408817052|60.15380029508|3486.0|26.85988998413086|nan||0.398808583524354|0.3903206363994836|0|0.0|HPIC
TIC 393080288|Ross  567|58.29348069329|62.56890771119|3463.0|12.309282302856444|M3.0V||0.3671160472523487|0.3541180466902375|0|0.0|HPIC
TIC 65890297|PM J04338+6438|68.45052278999|64.63534949329|3344.0|28.04129409790039|M4e||0.465041869746484|0.4590661262067702|0|0.0|HPIC
TIC 66320124|G 247-35|72.59027844633|63.32312810628|3519.0|27.98354148864746|M0V||0.4256303029848471|0.4203268222108258|1|1.0|HPIC
TIC 66320112|V* DP Cam|72.60454161052|63.33294755034|4332.336010997181|28.05921936035156|K4||0.6836048533229087|0.6807387471199036|1|1.0|HPIC
TIC 82970146|PM J05195+6454|79.8799432956|64.90938509697|3273.0|26.52000617980957|M3.5V||0.422605523876118|0.4387912211593329|0|0.0|HPIC
TIC 458889878|LP   53-55|48.40874221047|65.35465028058|3666.0|22.53692626953125|M1.5V||0.4145221945260891|0.4078037187774845|0|0.0|HPIC
TIC 85623046|G 221-24|57.00705096912|68.67743497485|3718.273492132482|17.85422706604004|M2V+K6V||0.4239544107323801|0.5500603392227277|1|1.0|HPIC
TIC 102806077|MCC 435|63.17571545103|70.20156663366|4665.0|25.81686210632324|K7V||0.5370610585296873|0.74|0|0.0|HPIC
TIC 313193935|PM J05458+7254|86.4572251523|72.90199774205|3446.0|28.47978782653809|M2.5V||0.4182013314331348|0.4123213567737678|1|0.0|HPIC
TIC 140967325|PM J05173+7210|79.33872860181|72.18100749192|3702.0|27.552114486694336|M1.0V||0.4931692316199404|0.4913515599585812|0|0.0|HPIC
TIC 280882968|PM J04302+7049|67.55038700046|70.82054464311|3611.0|25.710729598999023|M1.5V||0.46093374364231|0.4585120828616041|0|0.0|HPIC
TIC 445501347|Ross   15|29.84797419279|58.52114034335|3231.0|13.099533081054688|M4Ve||0.3900917631011768|0.3805298414686794|0|0.0|HPIC
TIC 370943232|LSPM J0154+5741S|28.61702918567|57.69190964302|3333.0|22.27598571777344|M3.5Ve||0.4449984200226144|0.4409471305383|1|1.0|HPIC
TIC 54202213|Wolf   59|19.0422132155|60.15356349332|3775.0|25.566429138183597|M0.5V||0.540343214751458|0.536352889381829|0|0.0|HPIC
TIC 374029463|G 244-47|30.39725289702|63.76999880654|3445.0|11.891226768493652|M2.5V||0.4423172629787772|0.4383485708262808|0|0.0|HPIC
TIC 10352491|G 244-37|27.96305176672|64.43497837232|3442.0|17.281219482421875|M2.5V||0.5257240337830333|0.4810551947655871|1|1.0|HPIC
TIC 52183206|Wolf   47|15.83264275315|62.36550866658|3044.0|9.861420631408691|M5V||0.2327812116628136|0.2024985455708844|1|1.0|HPIC
TIC 428666898|TYC 4028-1063-1|8.57420695832|66.25301683356|3875.0|29.855478286743164|nan||0.5584167200796722|0.5530487934020744|0|0.0|HPIC
TIC 420470817|BD+66    34A|8.12327549305|67.23439168781|3444.6288833217463|9.956883430480955|M2V||0.2284807126309656|0.432927131458156|1|1.0|HPIC
TIC 420470815|BD+66    34B|8.12284066503|67.23586003648|3370.0|9.886736869812012|M3V||0.4972183588375828|0.3763082471337141|1|1.0|HPIC
TIC 407055622|PM J00078+6736|1.96167578741|67.60712533086|3542.0|25.195457458496097|M2.0V||0.4143293585568901|0.5200500112697303|0|0.0|HPIC
TIC 418175966|PM J00376+6821|9.42393579391|68.36072430603|3491.0|23.29965209960937|nan||0.412232895591927|0.5192805556730749|0|0.0|HPIC
TIC 407210683|MCC 357|6.71959178435|70.14242169585|3709.0|16.154888153076172|M1.0V||0.5191872994323699|0.5167104590081798|0|0.0|HPIC
TIC 397983295|PM J01331+6958|23.29100318943|69.96864091731|3453.0|19.34787368774414|nan||0.3279118616438741|0.30887208234643|0|0.0|HPIC
TIC 351961693|HD   5351|14.26837437983|69.04345414671|4493.0|25.028200149536133|K4V||0.73786898377845|0.68|0|0.0|HPIC
TIC 289351402|LP   29-188|24.94059267109|73.70898288422|4282.792466585172|27.1980094909668|K5V||0.6808630686672393|0.67|0|1.0|HPIC
TIC 373459942|G 242-49|3.90202281984|72.28355264398|3562.0|25.60303497314453|M2.0V||0.4519776297156698|0.4486057101328772|0|0.0|HPIC
TIC 428735585|G 242-59|7.73158449857|73.37080272045|4052.2397301817327|29.46308898925781|K||0.6482405932530773|0.63|0|0.0|HPIC
TIC 407457205|G 242-51|5.87011359219|77.18929217132|3626.0|19.119985580444336|M2.5V||0.4781842226558753|0.4761390165350571|1|1.0|HPIC
TIC 319555654|G 221-22|57.15925399865|73.54310742074|3629.0|15.947569847106934|M1V||0.4218352338554694|0.4158181059041815|0|0.0|HPIC
TIC 275639027|G 221-6|48.18108680506|71.27190864027|3558.0|28.340330123901367|M1:V||0.4232485151823755|0.4175136809742527|1|0.0|HPIC
TIC 396736465|G 245-65|47.26865910833|76.04116246093|4007.697048631624|21.034921646118164|M0V||0.7150269056670622|0.6437456011772156|0|0.0|HPIC
TIC 103348849|G 248-19|65.49004172993|75.14119037635|3507.0|19.43873405456543|M3.0V||0.3985793244195483|0.389976102569772|0|0.0|HPIC
TIC 289906273|GSC 04528-00156|88.2910563911|78.14848895193|4297.700047184762|28.9351806640625|nan||0.67375504714768|0.6849026083946228|1|1.0|HPIC
TIC 142103354|PM J05226+7934|80.66404868618|79.57531838016|3793.0|25.134571075439453|M0.5V||0.5501224443392919|0.5453717146190576|0|0.0|HPIC
TIC 407574350|G 242-48|3.41130064068|80.66578924435|3620.0|19.228105545043945|M1.5V||0.5262393642322288|0.5233783190516775|1|1.0|HPIC
TIC 420658458|BD+79    38|20.37879213591|80.15179970498|4229.340947016105|24.33685874938965|K5V||0.6956878838813215|0.66|0|0.0|HPIC
TIC 357936741|G 245-71|50.34074735972|79.96726521302|3557.0|13.948936462402344|M2.0V||0.4197318872493102|0.4134475516826776|0|0.0|HPIC
TIC 303256024|G 265-15|37.32870657997|88.40376785066|3411.0|21.720867156982425|M3.5||0.3543823861326888|0.3392746251836728|0|0.0|HPIC
TIC 270458066|Ross  625|135.29364859808|1.94312593704|3413.0|23.44066047668457|M3.0V||0.5713090505484459|0.5662902330010332|1|1.0|HPIC
TIC 270561176|G 114-33|136.26851048591|2.83427556058|3680.0508267179953|23.73708152770996|M2V||0.4715071673761495|0.5309997595747361|1|1.0|HPIC
TIC 265373654|BD+02  2098|133.78175802617|1.54650457413|3923.0|20.50136947631836|M0V|8.204|0.6500070249663068|0.6271095986966947|0|0.0|HPIC
TIC 444008058|BD+07  2031|132.10900295295|6.46835956932|4042.8|28.39776992797852|K4/5V||0.6709609105209148|0.6315209269523621|1|1.0|HPIC
TIC 270468250|Ross  687|135.20969017718|5.241545729|3410.0|22.138044357299805|M3.0V|10.187|0.3998498712928564|0.3912965383353088|1|1.0|HPIC
TIC 270468256|Ross  686|135.20218504804|5.24485095518|3455.0|22.13894271850586|M3.0V||0.4310053686695076|0.4258489130526207|1|1.0|HPIC
TIC 323494982|G  41-18|135.58285031615|8.46848325118|3496.0|20.4077262878418|M3.0V|9.401|0.4813096107968547|0.4791339447037637|0|0.0|HPIC
TIC 800279880|BD+08  2131B|132.67649923965|7.86405969572|3968.18408203125|17.743240356445312|nan||0.5761927175824545|0.6185900143727229|1|1.0|HPIC
TIC 437036405|BD+08  2131|132.67623228129|7.86456879702|3689.187744140625|17.845165252685547|M0||0.7424877025367721|0.5442238848300094|1|1.0|HPIC
TIC 396742364|G  46-2|130.71761909507|9.55310426602|3461.0|15.442779541015623|M2.5V|9.418|0.3950123389218297|0.3860797118220543|1|1.0|HPIC
TIC 366483817|PM J08275+0837|126.87888670833|8.62037582473|3464.0|22.492002487182617|nan||0.4716683803153277|0.4694583759309286|0|0.0|HPIC
TIC 283745924|BD+12  1944|134.26951178498|11.64698889035|3656.0|16.298484802246094|M1V|8.499|0.4542716125360205|0.5326607628169916|1|1.0|HPIC
TIC 437059374|HD  77175B|135.32277378284|15.2643373504|3963.0|18.449785232543945|K5V||0.6744668065215105|0.6377879211441704|1|1.0|HPIC
TIC 307646256|Ross   85|145.29316816872|13.20956245021|3580.0|11.538774490356444|M2.5V|8.182|0.4721929273832543|0.4700504752310192|0|0.0|HPIC
TIC 61101267|LSPM J1015+1729|153.97474845294|17.49085286431|3306.0|13.97282886505127|M3.5V||0.2952179755192917|0.2713407628804541|0|0.0|HPIC
TIC 88115150|UPM J0954+2025|148.56485652185|20.42581199305|3423.0|22.2119083404541|M2.9||0.4030063799286894|0.394975080169809|0|0.0|HPIC
TIC 95339414|MCC 124|153.57984677749|21.07494924066|2849.0|23.3814|M0.7V|8.25|1.452135383395565|0.6804863541696172|1|1.0|HPIC
TIC 286714587|Ross   84|142.88758742274|20.28237403167|3580.0|22.18442916870117|M2.0V||0.3996171205825011|0.3907504257486521|0|0.0|HPIC
TIC 85993728|LP  427-16|138.51326565038|19.66827014444|3460.0|22.96213150024414|M3.0V||0.4865660091206695|0.4841510973505189|0|0.0|HPIC
TIC 91968683|BD+23  2121|144.29725101639|22.69414241495|4233.862038321099|22.547475814819336|K5|7.96|0.7196721499874016|0.66|0|0.0|HPIC
TIC 233635503|Ross   93|145.98172292356|26.96900246308|3369.0|14.358607292175291|M3.5V||0.3860817402732174|0.3758867801233287|0|0.0|HPIC
TIC 60285843|BD+14  1876|125.2305386802|14.07133315729|4168.428890471647|22.71682548522949|M0V|8.265|0.6603502238771061|0.65|0|0.0|HPIC
TIC 19113628|LP  484-5|120.24161995851|13.01607831229|3502.0|27.4921932220459|nan||0.4205044569596299|0.4147862589938533|0|0.0|HPIC
TIC 19028197|LP  424-4|119.77433150777|15.39145556261|3552.0|29.38263702392578|M2.0V||0.4990411138340433|0.4972418367743934|0|0.0|HPIC
TIC 186814573|LSPM J0817+1717|124.28340021095|17.29905330432|4401.5|28.32977104187012|nan||0.7498104135756775|0.69|0|0.0|HPIC
TIC 21246336|G   9-11|129.28315893621|15.12931271095|3485.0|17.804487228393555|M3.0V|9.403|0.4339890972951459|0.4293774688736657|0|0.0|HPIC
