,main_id,coo_ra,coo_dec,plx_value,dist_st_value,sptype_string,coo_gal_l,coo_gal_b,teff_st_value,mass_st_value,radius_st_value,binary_flag,mag_i_value,mag_j_value,class_lum,class_temp,parent_main_id,sep_ang_value,sep_phys_value,a_crit_s,ecliptic_pm45deg,Lon,Lat,baseline_E,separation_E,baseline_i,baseline_o,Erik_teff,teff,contrast,contrast_flag,baseline_flag,optimised_flag
859,Wolf   87,27.0165549997404,21.2067380466292,53.7337,18.61,M2.5V,140.186471751746,-39.7601156606496,3385.0,0.4,0.436000794172287,False,9.78299999237061,8.51399993896484,V,M,,,,,True,32.664583879288976,9.406991274124128,151.03307076190913,0.008057588650741973,158.40482098139887,89.35236965139843,3467.368504525317,3385.0,1.3835243643053982e-06,1,0,0
860,G 161-63,145.35851284848,-5.14009770378,40.5443,24.66,M1.5,240.694300166158,33.9166361831082,3520.0,0.47,0.469155162572861,False,,8.73900032043457,V,M,,,,,True,149.44560972825084,-17.90134662640208,171.9972690658839,0.007075474880893072,180.39225765740133,101.75495662690206,3622.4299841669877,3520.0,1.1391456004005465e-06,1,0,0
861,HD  59747,113.25241879188,37.02984618014,48.3563,20.68,K1V(k),182.012456552685,23.7520712102767,5029.58740234375,0.798779904842377,0.797546029090881,False,,6.09000015258789,V,K,,,,,True,109.05993766685827,15.115859548182547,41.558547850331315,0.029283081816059334,43.58697270253012,24.586368475232305,5164.163692720711,5029.58740234375,2.5862993764813173e-07,1,1,1
862,L  702-43,264.19076537738,-22.3455410563164,45.4062,22.02,M4,4.55314941685458,5.1709623197879,3110.0,0.184,0.217,False,11.4899997711182,9.85700035095215,V,M,,,,,True,264.62195535680723,0.9854405704132312,425.370246023708,0.0028609484754371865,446.13207777797925,251.65243128329695,3213.660538640318,3110.0,6.202360499927804e-06,1,0,0
863,LP  677-26,200.112505232165,-3.9373905960961104,44.2564,22.6,M6e,316.742560984686,58.1542918823208,3057.2607421875,0.093,0.166318029165268,False,,11.2749996185303,V,M,,,,,True,200.05790532018432,4.212239894857174,589.4330120731559,0.0020646321667284365,618.2025584659098,348.7132726217509,2811.9008303989394,3057.2607421875,1.0786562944608407e-05,1,0,0
864,LP  731-58,162.052559378417,-11.3360029704083,219.3302,4.56,M6.5V,260.995262185995,41.2897458195549,4250.0,0.093,0.126,False,11.25,8.85700035095215,V,M,,,,,True,167.95854142407552,-17.487461045394276,195.2201325127687,0.006233795363181975,204.74860232034132,115.4937879212819,2741.5741719278835,2741.5741719278835,2.157866814977226e-05,1,0,0
865,HD  25457,60.65310113313,-0.26892220032,53.4559,18.71,F7V,190.740691333202,-36.8720667417172,6158.5341796875,1.14555549621582,1.25653064250946,False,,4.71199989318848,V,F,,,,,True,58.44414154949216,-20.551816852475902,15.917552721169,0.07645411189619691,16.69447013517692,9.416951185013023,6280.58358813318,6158.5341796875,8.280959199843042e-08,0,0,0
866,CD-22   526,23.1091749527729,-21.9051224620697,53.6727,18.63,M1.5Vk:,185.886541945571,-79.3177832485066,3751.0,0.47,0.482,False,9.09099960327148,7.9770002365112305,V,M,,,,,True,12.277080962696127,-29.155303319200748,111.37866140124481,0.010926351076116158,116.8149255749729,65.8925046984602,3622.4299841669877,3751.0,9.993517065730138e-07,1,0,0
867,HD 114386,197.665933737825,-35.0547818732211,35.7355,27.98,K3V,307.373052356056,27.6511217846752,4726.701171875,0.78,0.796457469463348,False,,6.96799993515015,V,K,,,,,True,210.33020911119297,-25.3478269007103,63.75278086305362,0.019088772919129703,66.86448066462333,37.716653798029164,4830.5880203977285,4726.701171875,2.78608144380618e-07,1,1,1
868,LP  739-2,209.567379757825,-12.0497333454614,57.7938,17.3,M4.5V,327.574281728027,47.5988974130344,4250.0,0.184,0.217,False,11.3999996185303,9.72799968719482,V,M,,,,,True,211.71959120389306,0.024231769191844655,333.8233222406675,0.0036455282653394365,350.1168540915679,197.49254078351618,3111.716337106017,3111.716337106017,6.198092361490932e-06,1,0,0
869,PM J11072+4851,166.80374319824,48.85182924657,36.9472,27.07,M2.2,158.740264118032,60.396199521616495,3628.09423828125,0.4,0.516971051692963,False,,8.64400005340576,V,M,,,,,True,145.68453281287057,39.13032831117142,161.28546034114189,0.007545394075100251,169.1576178869857,95.41776512321444,3520.4647488942164,3628.09423828125,9.043515899137505e-07,1,0,0
870,HD 146464,244.81605631696,-55.50473439427,35.6118,28.08,K3Ve,329.481184297631,-3.7380034040212,4442.5185546875,0.78,0.743771731853485,False,8.23499965667725,7.28200006484985,V,K,,,,,True,253.1908358691059,-33.52355517521777,77.5584712402202,0.015690901811210238,81.3440108872932,45.88421037123798,4830.5880203977285,4442.5185546875,3.433955767202547e-07,1,1,1
871,LP  844-4,129.39142445345,-22.54216015491,39.2047,25.51,M4.5Ve,245.57389679582,11.0913180744583,3103.02001953125,0.184,0.259455353021622,False,,10.5019998550415,V,M,,,,,True,139.40489455266874,-39.46627550260544,414.00822946152056,0.002939464170653587,434.2154942745012,244.93057163541684,3111.716337106017,3103.02001953125,4.350799600960499e-06,1,0,0
872,Ross  619,122.989871553908,8.77304246821277,147.7218,6.77,M4.5V,214.126697788433,21.8550523772271,3170.0,0.184,0.217,False,,8.42399978637695,V,M,,,,,True,123.24105988546678,-10.94088545092577,125.87535723224958,0.009667995258297306,132.01918843176207,74.46886561121538,3111.716337106017,3170.0,6.056515219919692e-06,1,0,0
873,BD+16   120,17.1681631408908,17.2426003965367,34.9445,28.62,K7V,128.800657836215,-45.4326649930498,3773.0,0.64,0.64003723859787,False,,8.07999992370606,V,K,,,,,True,22.42538733184026,9.197380340817407,127.35649020023537,0.00955555822042919,133.57261379390204,75.34511569201366,4102.041029866068,3773.0,5.627925840738318e-07,1,0,0
874,HD 149957,249.204461933451,31.09680382053,37.3976,26.74,K5V,51.7773595693531,41.1364315666862,4474.0,0.7,0.746195375919342,False,,7.26300001144409,V,K,,,,,False,240.10735300787746,52.39717998307719,72.58505255999846,0.016766018814299722,76.1278453698219,42.941896200542985,4436.086439314323,4474.0,3.38363477572791e-07,1,1,1
875,G 125-34,297.17004431359,35.92145641136,74.3855,13.44,M3.5V,70.9472907015857,5.12711966014411,3036.68627929688,0.27,0.309508144855499,False,,8.90900039672852,V,M,,,,,False,310.8416486809823,55.57547865366999,190.92273094911474,0.0063741093101282766,200.2414495362408,112.95141087022252,3273.406948788383,3036.68627929688,3.1411801333360408e-06,1,0,0
876,PM J09023+1746,135.596075398933,17.7757231197919,47.6013,21.01,M4.0V,210.29488001333,36.6922521483473,3015.15600585938,0.184,0.349067121744156,False,,9.64500045776367,V,M,,,,,True,132.87935899302343,0.8627575889773468,268.4280136723193,0.004533663756657912,281.52967583626696,158.80415449043954,3213.660538640318,3015.15600585938,2.49171128082342e-06,1,0,0
877,BD+27   273,25.816554350185,27.8421072349753,45.4239,22.01,M1V,136.708949307706,-33.6393023026657,3673.05737304688,0.612630724906921,0.729808628559113,False,8.55000019073486,7.48299980163574,V,M,,,,,True,34.11013036633263,15.982695491518438,90.63291125617428,0.013427377979927397,95.05659926089571,53.619153396611416,3655.9479161312506,3673.05737304688,4.4708005920398216e-07,1,1,1
878,HD   7279,18.192212549,-25.23557847789,44.1914,22.63,K6Vk:,192.545727017248,-84.8543987919834,4094.0,0.69,0.669,False,8.0939998626709,7.20300006866455,V,K,,,,,True,5.946460303714456,-30.23450080430574,81.82632852747327,0.014872503493166898,85.82017737289166,48.4091087926652,4295.364267648873,4094.0,4.6729743750622466e-07,1,1,1
